transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,kyc_closed_false_positive_alerts,kyc_customer_since,kyc_frequent_connection_country,companies_directed,sender_name,sender_account_number,sender_bank,sender_location,source
T33,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/21/2024 0:22,515.09,GBP,5999,Restaurant,debit,1945.49,Visa,**** **** **** 2280,30-Sep,Wells Fargo,David Hill,2657ee1b-9479-4634-893b-0b7c7e26c3c3,"Miller, Perez and Campbell","{'city': 'Danielleport', 'state': 'WI', 'country': 'UK'}",T1875,swipe,POS,"{'latitude': Decimal('72.8371575'), 'longitude': Decimal('83.649366')}",276432,PIN,,2,approved,,,10,,,,bc0cca4b-fe8e-4a61-8067-5ec1e205ce0c,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2020,China,,,,,,
T34,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/15/2024 7:40,947.42,GBP,5999,Electronics,debit,2215.06,Visa,**** **** **** 3608,26-Mar,Wells Fargo,David Hill,7bd97d04-c099-4f91-83a1-c2995cc8bbf7,Ward Ltd,"{'city': 'Gonzalezburgh', 'state': 'LA', 'country': 'UK'}",T2309,NFC,POS,"{'latitude': Decimal('5.6600385'), 'longitude': Decimal('-158.293161')}",468773,PIN,,13,approved,,,3,,,,85ced0e1-d3f7-4eef-83b6-2e4b4fc78ac7,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2022,China,,,,,,
T35,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/29/2024 21:13,924.56,GBP,5921,Clothing,debit,3600.39,Visa,**** **** **** 9566,30-Jun,Wells Fargo,David Hill,e361f6c5-3eca-43c0-a147-7eeab82b79a2,Jordan-Baxter,"{'city': 'West Juanhaven', 'state': 'LA', 'country': 'UK'}",T9818,swipe,POS,"{'latitude': Decimal('-48.1976995'), 'longitude': Decimal('-177.908569')}",600567,PIN,,6,approved,,,6,,,,e52e48bd-044a-4b42-a517-8da045a56837,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2020,China,,,,,,
T36,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/23/2024 17:50,136.45,GBP,5812,Grocery,debit,3081.63,Visa,**** **** **** 4400,Apr-33,Wells Fargo,David Hill,374b050e-4ad7-4b03-bc9e-bd9a78aefa5a,Green Ltd,"{'city': 'East Ashleyfurt', 'state': 'HI', 'country': 'UK'}",T9763,chip,POS,"{'latitude': Decimal('81.2216285'), 'longitude': Decimal('-123.644764')}",453807,PIN,,6,approved,,,8,,,,d547b6ba-3c8e-43f2-a273-b6362007f6c0,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2021,China,,,,,,
T37,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/30/2024 17:17,383.26,GBP,5411,Gas,debit,2276.45,Visa,**** **** **** 4281,30-May,Wells Fargo,David Hill,0c9ab6da-3a94-4487-80a3-04397f2ddb21,Huber LLC,"{'city': 'North Andrealand', 'state': 'NC', 'country': 'UK'}",T1729,chip,POS,"{'latitude': Decimal('85.3966985'), 'longitude': Decimal('-35.123871')}",399652,PIN,,16,approved,,,9,,,,72f9102c-bbc4-432c-a272-839479c526bc,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2022,China,,,,,,
T38,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/29/2024 11:59,204.13,GBP,5411,Clothing,debit,1744.62,Visa,**** **** **** 7972,Feb-30,Wells Fargo,David Hill,3f215721-4afe-461d-a8be-a6c696a611e4,Watson and Sons,"{'city': 'West Christineview', 'state': 'AL', 'country': 'UK'}",T3222,NFC,POS,"{'latitude': Decimal('-38.4215045'), 'longitude': Decimal('73.607770')}",342376,PIN,,9,approved,,,7,,,,9031407b-1424-4d76-8a76-8b376c1d4527,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/15/2019,China,,,,,,
T39,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/15/2024 3:06,181.08,GBP,5735,Gas,debit,1687.45,Visa,**** **** **** 2455,24-Nov,Wells Fargo,David Hill,7adfc6a3-c31a-4411-b50b-03a26c363150,Fitzgerald PLC,"{'city': 'South Patty', 'state': 'PR', 'country': 'UK'}",T6035,swipe,POS,"{'latitude': Decimal('-85.8175615'), 'longitude': Decimal('34.103842')}",147940,PIN,,15,approved,,,10,,,,5fb92ea6-bfa1-40a0-8865-96c32f52f6d8,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2021,China,,,,,,
T40,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/6/2024 6:51,419.71,GBP,5812,Electronics,debit,1419.5,Visa,**** **** **** 8153,25-Jul,Wells Fargo,David Hill,77a44de4-13dc-4d1e-87da-e82f3143f8a8,Rose LLC,"{'city': 'Steinville', 'state': 'FL', 'country': 'UK'}",T5292,chip,POS,"{'latitude': Decimal('21.882350'), 'longitude': Decimal('113.222008')}",908249,PIN,,4,approved,,,3,,,,ebd831c7-4b86-4efa-a4fb-a97cda738aaf,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2023,China,,,,,,
T41,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/22/2024 15:41,845.01,GBP,5812,Grocery,debit,2028.81,Visa,**** **** **** 3465,Feb-33,Wells Fargo,David Hill,704a0d01-1bca-4f28-93c6-c2eb945a4a16,"Brown, Perry and Myers","{'city': 'Moodybury', 'state': 'NH', 'country': 'UK'}",T6469,NFC,POS,"{'latitude': Decimal('57.3034135'), 'longitude': Decimal('-157.248209')}",867250,PIN,,17,approved,,,0,,,,db3ee7c9-d4ee-401f-a625-de9a714c8c9e,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2022,China,,,,,,
T42,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/7/2024 3:14,637.74,GBP,5735,Clothing,debit,3822.22,Visa,**** **** **** 7794,30-Dec,Wells Fargo,David Hill,deed19dc-f4a9-459e-b012-2ebab5822894,Gardner-Anderson,"{'city': 'Johnsonhaven', 'state': 'PA', 'country': 'UK'}",T4561,NFC,POS,"{'latitude': Decimal('-56.134146'), 'longitude': Decimal('-132.477981')}",241199,PIN,,9,approved,,,10,,,,e39f4460-86e2-4395-a775-0a2ef10f981a,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2020,China,,,,,,
T43,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,11/7/2024 17:21,720.26,GBP,5921,Clothing,debit,1033.89,Visa,**** **** **** 6876,Nov-34,Wells Fargo,David Hill,0952c0d3-bcbb-4747-a4e7-fbd79fb245e5,"Alexander, English and Brown","{'city': 'Sherylton', 'state': 'ND', 'country': 'UK'}",T6553,swipe,POS,"{'latitude': Decimal('-75.7176615'), 'longitude': Decimal('-24.152038')}",262772,PIN,,0,approved,,,3,,,,63f150d7-72a0-41d7-9742-3fa8683ad469,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2021,China,,,,,,
T44,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/19/2024 13:54,228.68,GBP,5999,Electronics,debit,4085.47,Visa,**** **** **** 2794,28-Nov,Wells Fargo,David Hill,0703dc8a-c100-414a-848f-aac820a44a1f,"Christensen, Yoder and Case","{'city': 'New Cindyfort', 'state': 'IA', 'country': 'UK'}",T6508,NFC,POS,"{'latitude': Decimal('25.942317'), 'longitude': Decimal('81.797786')}",408395,PIN,,17,approved,,,9,,,,1456b791-2add-41b7-a695-e66f23aa7a65,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/15/2019,China,,,,,,
T45,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/18/2024 12:50,826.78,GBP,5812,Clothing,debit,4468.12,Visa,**** **** **** 9933,Apr-31,Wells Fargo,David Hill,00c8e915-3ac4-4353-b918-60a5b0efdd1f,Olsen-Santana,"{'city': 'North Mark', 'state': 'NV', 'country': 'UK'}",T5854,swipe,POS,"{'latitude': Decimal('35.007494'), 'longitude': Decimal('22.001115')}",460332,PIN,,2,approved,,,9,,,,121a482d-5178-4483-9162-8f358f07f80f,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2021,China,,,,,,
T46,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,11/5/2024 23:55,269.28,GBP,5812,Clothing,debit,1388.97,Visa,**** **** **** 4031,Aug-33,Wells Fargo,David Hill,b1e0982c-04fe-45a1-b55b-0979d35e1a58,Marsh-Bennett,"{'city': 'Veronicamouth', 'state': 'VA', 'country': 'UK'}",T8698,swipe,POS,"{'latitude': Decimal('-39.406294'), 'longitude': Decimal('-72.620739')}",568149,PIN,,10,approved,,,7,,,,dea3527f-f60b-45a6-a260-b38c9dcaa17a,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/15/2019,China,,,,,,
T47,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/17/2024 16:33,811.54,GBP,5921,Electronics,debit,3077.58,Visa,**** **** **** 9598,30-Sep,Wells Fargo,David Hill,39d22d25-d416-4215-bf98-ef366baf0980,Watkins-Potter,"{'city': 'Barkerton', 'state': 'CA', 'country': 'UK'}",T7066,NFC,POS,"{'latitude': Decimal('-77.8660635'), 'longitude': Decimal('-42.494222')}",113243,PIN,,13,approved,,,6,,,,722b6241-7a02-445f-abf2-89e994eeb227,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/15/2019,China,,,,,,
T48,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/18/2024 11:16,308.26,GBP,5735,Grocery,debit,2166.8,Visa,**** **** **** 3004,26-Jun,Wells Fargo,David Hill,342566a3-1a56-4a96-bd27-2bd6ad2fa32b,"Ward, Johnson and Rodriguez","{'city': 'East Sarahview', 'state': 'DE', 'country': 'UK'}",T8237,swipe,POS,"{'latitude': Decimal('-44.684228'), 'longitude': Decimal('63.045747')}",674904,PIN,,4,approved,,,3,,,,1aefccfa-8ea0-4a28-a6ac-c7c6d0a8e657,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,2,11/14/2020,China,,,,,,
T49,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/23/2024 19:17,496.55,GBP,5999,Clothing,debit,3209.49,Visa,**** **** **** 2121,25-Jun,Wells Fargo,David Hill,6f3ca9ce-b294-4500-9f56-645cfa5dcdb2,Robinson-Bell,"{'city': 'North Williammouth', 'state': 'NJ', 'country': 'UK'}",T2281,swipe,POS,"{'latitude': Decimal('40.085313'), 'longitude': Decimal('-169.512436')}",239530,PIN,,12,approved,,,7,,,,a1086b55-9eb7-4494-8d5c-4b96decd25ca,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2022,China,,,,,,
T50,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/16/2024 20:10,777.3,GBP,5812,Gas,debit,1524.84,Visa,**** **** **** 8603,26-Apr,Wells Fargo,David Hill,c74ef790-5610-4a88-b587-612bf345198e,Smith-Manning,"{'city': 'Lake Kimberly', 'state': 'OR', 'country': 'UK'}",T1569,chip,POS,"{'latitude': Decimal('-72.1500215'), 'longitude': Decimal('-31.592901')}",944401,PIN,,14,approved,,,10,,,,716de897-38d1-44d1-8afc-9dfa9c9d02bc,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,2,11/15/2019,China,,,,,,
T51,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,11/6/2024 19:52,888.9,GBP,5735,Electronics,debit,4039.54,Visa,**** **** **** 5916,Feb-32,Wells Fargo,David Hill,63909663-1285-4502-8a07-dac62e8b7849,"Berg, Johnson and Stanley","{'city': 'Amberberg', 'state': 'NM', 'country': 'UK'}",T9514,NFC,POS,"{'latitude': Decimal('4.2510135'), 'longitude': Decimal('37.970917')}",405117,PIN,,12,approved,,,10,,,,ec1fd7a5-ea77-47c6-8822-b8113197b226,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2023,China,,,,,,
T52,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/24/2024 14:33,889.89,GBP,5411,Clothing,debit,1428.57,Visa,**** **** **** 2701,28-Apr,Wells Fargo,David Hill,e4ba461c-2e0a-463b-9c73-0cfd7142fc1a,"Marshall, Grant and Scott","{'city': 'Christinahaven', 'state': 'SC', 'country': 'UK'}",T6003,swipe,POS,"{'latitude': Decimal('-59.109781'), 'longitude': Decimal('-125.417689')}",770055,PIN,,14,approved,,,9,,,,e86bb442-31ac-492b-8eec-60deee0184f8,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2021,China,,,,,,
T53,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/7/2024 0:45,775.87,GBP,5812,Clothing,debit,2390.64,Visa,**** **** **** 3939,Apr-31,Wells Fargo,David Hill,15d3ed11-50e1-4fbc-bbe5-6562645d3f47,"Carr, Hudson and Glover","{'city': 'Chanland', 'state': 'NJ', 'country': 'UK'}",T6793,NFC,POS,"{'latitude': Decimal('85.7323385'), 'longitude': Decimal('77.367908')}",794664,PIN,,18,approved,,,9,,,,c16b433a-04f4-4150-a0dc-c22c99761ed7,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2020,China,,,,,,
T54,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/10/2024 2:51,260.67,GBP,5812,Electronics,debit,4311.14,Visa,**** **** **** 2019,Oct-34,Wells Fargo,David Hill,b6f88dd7-c397-4d0c-addb-992814200970,"Daniel, Knight and Wilson","{'city': 'Christinamouth', 'state': 'AK', 'country': 'UK'}",T1164,chip,POS,"{'latitude': Decimal('8.5816805'), 'longitude': Decimal('26.426897')}",551293,PIN,,10,approved,,,1,,,,f355fbd1-400b-417d-999d-f45e93a3be65,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/15/2019,China,,,,,,
T55,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/11/2024 12:27,983.24,GBP,5735,Grocery,debit,3601.32,Visa,**** **** **** 3854,30-Aug,Wells Fargo,David Hill,83d960e7-4974-4c65-b942-5e25560ca335,Warren and Sons,"{'city': 'Hardinfort', 'state': 'OH', 'country': 'UK'}",T4029,swipe,POS,"{'latitude': Decimal('-38.911003'), 'longitude': Decimal('108.894439')}",696348,PIN,,10,approved,,,6,,,,0a46628e-99bc-4d94-9b11-4197543f71a4,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2020,China,,,,,,
T56,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,11/10/2024 7:42,346.88,GBP,5735,Restaurant,debit,3384.39,Visa,**** **** **** 8483,Apr-31,Wells Fargo,David Hill,56bd4bbe-cd8c-41d7-815c-acc85edc2ed3,Davis-Griffin,"{'city': 'Jerryside', 'state': 'MN', 'country': 'UK'}",T5141,chip,POS,"{'latitude': Decimal('60.111087'), 'longitude': Decimal('-18.013409')}",661479,PIN,,16,approved,,,8,,,,b7e969a2-fa91-4fb4-aa16-f11186bcad63,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2021,China,,,,,,
T57,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/31/2024 18:49,735.36,GBP,5812,Gas,debit,3529.38,Visa,**** **** **** 4607,Jan-32,Wells Fargo,David Hill,40588a31-2672-4702-a025-fefce6b2bc64,Wilson and Sons,"{'city': 'New Jasonfort', 'state': 'MO', 'country': 'UK'}",T7694,swipe,POS,"{'latitude': Decimal('55.511832'), 'longitude': Decimal('50.510437')}",166436,PIN,,10,approved,,,1,,,,06193fb0-a293-49d3-bc78-c9c2dee3d2b2,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2020,China,,,,,,
T58,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/15/2024 6:52,724.32,GBP,5921,Gas,debit,2386.63,Visa,**** **** **** 4395,31-Jul,Wells Fargo,David Hill,b2ebf174-1ba2-42e6-b99b-9760c6dbc24a,Burns Ltd,"{'city': 'Jennifermouth', 'state': 'SC', 'country': 'UK'}",T8003,NFC,POS,"{'latitude': Decimal('-56.949743'), 'longitude': Decimal('55.837697')}",507477,PIN,,20,approved,,,1,,,,8b70f07d-1bbd-48ab-b7b1-c058a93eee44,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2020,China,,,,,,
T59,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,11/12/2024 16:32,693.91,GBP,5812,Clothing,debit,1057.33,Visa,**** **** **** 4437,Apr-32,Wells Fargo,David Hill,e4b4feb7-e5b4-448b-86cd-e2089e437f36,Caldwell PLC,"{'city': 'Adambury', 'state': 'NH', 'country': 'UK'}",T2336,NFC,POS,"{'latitude': Decimal('36.7336375'), 'longitude': Decimal('161.846336')}",744845,PIN,,6,approved,,,0,,,,f81e5b7c-8ca1-4773-8490-6d1d525fc49b,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2021,China,,,,,,
T60,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/26/2024 18:57,345.11,GBP,5999,Electronics,debit,4539.14,Visa,**** **** **** 2499,Sep-34,Wells Fargo,David Hill,b0837344-7040-46bb-a54e-e2534356f438,"Jensen, Wallace and Wright","{'city': 'East Kimberlyshire', 'state': 'NM', 'country': 'UK'}",T4984,swipe,POS,"{'latitude': Decimal('87.730566'), 'longitude': Decimal('168.684534')}",454544,PIN,,7,approved,,,10,,,,9af7f89c-dee8-46a9-9ae6-dcbf4df69df6,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,0,11/14/2022,China,,,,,,
T61,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/20/2024 7:21,878.19,GBP,5812,Electronics,debit,3883.77,Visa,**** **** **** 6987,30-Jan,Wells Fargo,David Hill,eef27ad9-171a-42b8-882e-a827667430f1,Wolfe Ltd,"{'city': 'New Elizabethmouth', 'state': 'HI', 'country': 'UK'}",T9717,chip,POS,"{'latitude': Decimal('51.412098'), 'longitude': Decimal('-66.761363')}",611792,PIN,,15,approved,,,3,,,,af8fd64d-e37d-460f-92c8-661808f7d68b,direct,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2023,China,,,,,,
T62,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/19/2024 13:24,842.58,GBP,5735,Grocery,debit,1067.54,Visa,**** **** **** 4723,30-May,Wells Fargo,David Hill,e5a6fe9b-39ce-4936-8934-b91d72d2e832,Miller-Martinez,"{'city': 'South Paige', 'state': 'PR', 'country': 'UK'}",T3108,swipe,POS,"{'latitude': Decimal('35.8052005'), 'longitude': Decimal('86.640861')}",378338,PIN,,6,approved,,,8,,,,80f362f3-f305-4ff0-948d-63cfefd7852b,referral,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2022,China,,,,,,
T63,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/17/2024 14:20,458.06,GBP,5411,Grocery,debit,3497.62,Visa,**** **** **** 6683,Jun-31,Wells Fargo,David Hill,81fc51b9-e8ea-46a6-9032-63259310ccfb,Hill-Byrd,"{'city': 'East Jayton', 'state': 'OK', 'country': 'UK'}",T7893,NFC,POS,"{'latitude': Decimal('26.030468'), 'longitude': Decimal('169.578868')}",940883,PIN,,2,approved,,,1,,,,21afb341-5a71-4af4-a907-bbd74855543e,email,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,1,11/14/2022,China,,,,,,
T64,C1,284a2b1d-bfbc-4873-bf2f-ed662847f6fd,POS,10/20/2024 21:51,404.49,GBP,5921,Clothing,debit,4180.96,Visa,**** **** **** 7723,Aug-32,Wells Fargo,David Hill,ef33ff63-0f9b-499b-9f16-2ab75148a2c4,King-Lang,"{'city': 'Kanechester', 'state': 'MD', 'country': 'UK'}",T5399,chip,POS,"{'latitude': Decimal('88.9455745'), 'longitude': Decimal('-148.843676')}",542382,PIN,,20,approved,,,10,,,,f62e3001-4330-4469-b559-f6b3813782e6,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,2,11/14/2020,China,,,,,,
T65,C1,ca8541e3-c8a4-4bda-b5f0-3c519f145e13,POS,10/26/2024 1:17,596.92,GBP,5812,Clothing,debit,3978.19,Visa,**** **** **** 2738,Sep-33,Wells Fargo,David Hill,e569f900-365e-4d51-82e3-4e207bbac5c0,Sexton Ltd,"{'city': 'New Angela', 'state': 'PA', 'country': 'UK'}",T2467,chip,POS,"{'latitude': Decimal('-79.795900'), 'longitude': Decimal('-57.824062')}",802028,PIN,,7,approved,,,8,,,,cfda75e8-7466-4022-905e-afe6fe2ab2fd,social media,David Hill,3/8/1999,UK,Passport,bb62ddfa,UK,10/6/2033,"380 Marissa Cliff Suite 970
Lake Kevinhaven, GU 87401",(343)847-0016x3137,williskayla@example.org,Student,,Gift,<20k,TRUE,85,2,11/14/2022,China,,,,,,
